Fault,Easting,Northing,ZTopLeft,ThicknessLeft1,ThicknessLeft2,ZTopRight,ThicknessRight1,ThicknessRight2,DipAzimuth,Dip,
mFS7_Fault_67,244195,602722,-2810.81,91.9087,183.6395,-2796.07,89.0305,177.8513,208.282,78.9971,
mFS7_Fault_67,244258,602686,-2813.28,91.5453,182.9148,-2802.31,89.0842,177.9597,210.429,77.7003,
mFS7_Fault_67,244321,602648,-2814.26,91.0404,181.9092,-2807.57,89.0165,177.8275,211.167,76.7746,
mFS7_Fault_67,244383,602610,-2814.01,90.3919,180.6168,-2811.36,88.9684,177.734,209.918,75.7188,
mFS7_Fault_67,244442,602575,-2812.72,89.7025,179.239,-2813.41,89.0662,177.9262,212.447,74.8378,
mFS8_Fault_4,235165,602343,-3037.24,97.2813,194.6031,-3050.77,97.2076,194.4527,286.456,89.915,
mFS8_Fault_4,235180,602391,-3037.53,97.2821,194.6037,-3058.84,97.2094,194.455,288.1,90,
mFS8_Fault_4,235196,602438,-3035.51,97.2704,194.5794,-3065.43,97.1986,194.4324,289.958,90,
mFS8_Fault_4,235213,602486,-3032.17,97.258,194.5537,-3070.59,97.1872,194.4087,109.842,90,
mFS8_Fault_4,235230,602534,-3028.47,97.247,194.5305,-3074.53,97.1772,194.3876,108.921,90,
mFS8_Fault_4,235246,602581,-3025.29,97.2382,194.5118,-3077.7,97.1694,194.371,107.872,90,
mFS8_Fault_4,235261,602630,-3023.22,97.2317,194.498,-3080.5,97.164,194.3591,106.69,90,
mFS8_Fault_4,235275,602678,-3022.53,97.2281,194.4898,-3083.15,97.1614,194.3528,105.232,90,
mFS8_Fault_4,235287,602727,-3023.25,97.2276,194.4879,-3085.61,97.1617,194.3528,283.54,90,
mFS8_Fault_4,235299,602776,-3025.23,97.2303,194.4925,-3087.73,97.1653,194.359,101.882,90,
mFS8_Fault_4,235308,602826,-3028.14,97.2359,194.503,-3089.44,97.1718,194.3711,100.529,90,
mFS8_Fault_4,235317,602876,-3031.73,97.244,194.5187,-3090.8,97.1807,194.3882,279.622,90,
mFS8_Fault_4,235325,602925,-3035.83,97.2543,194.5387,-3091.95,97.1917,194.4095,278.972,90,
mFS8_Fault_4,235333,602975,-3040.31,97.2663,194.5622,-3093,97.2044,194.4345,98.5525,90,
mFS8_Fault_4,235341,603025,-3045.03,97.2797,194.5885,-3094.07,97.2185,194.4621,278.386,90,
mFS8_Fault_4,235348,603075,-3049.89,97.2941,194.617,-3095.25,97.2337,194.4921,278.46,90,
mFS8_Fault_4,235355,603125,-3054.88,97.3094,194.6469,-3096.47,97.2498,194.5237,98.7462,90,
mFS8_Fault_4,235363,603175,-3059.93,97.3251,194.6778,-3097.46,97.2665,194.5563,99.227,90,
mFS8_Fault_4,235372,603225,-3064.9,97.3413,194.7095,-3098.06,97.2837,194.5899,279.904,90,
mFS8_Fault_4,235381,603275,-3069.59,97.3576,194.7413,-3098.39,97.301,194.624,100.766,90,
mFS8_Fault_4,235391,603324,-3073.83,97.3738,194.7731,-3098.77,97.3184,194.6581,281.757,90,
mFS8_Fault_4,235401,603373,-3077.62,97.39,194.8048,-3099.52,97.3358,194.692,102.701,90,
mFS8_Fault_4,235413,603423,-3081.12,97.4066,194.8369,-3100.77,97.3536,194.7265,103.312,90,
mFS8_Fault_4,235424,603472,-3084.53,97.4241,194.8711,-3102.51,97.3723,194.7632,283.239,90,
mFS8_Fault_4,235435,603521,-3088.01,97.4438,194.9098,-3104.73,97.3932,194.8043,102.101,90,
mFS8_Fault_4,235445,603571,-3091.65,97.467,194.9557,-3107.41,97.4175,194.8526,99.691,90,
mFS8_Fault_4,235452,603621,-3095.46,97.4948,195.0111,-3110.59,97.4466,194.9102,96.5551,90,
mFS8_Fault_4,235455,603671,-3099.44,97.5289,195.0791,-3114.29,97.4817,194.9804,91.1876,90,
mFS8_Fault_4,235454,603721,-3103.62,97.57,195.162,-3118.48,97.5237,195.0651,265.486,90,
mFS8_Fault_4,235448,603771,-3107.98,97.6179,195.2589,-3123.01,97.5724,195.1635,80.0695,90,
mFS8_Fault_4,235437,603821,-3112.45,97.6713,195.3672,-3127.68,97.6265,195.2733,75.6629,90,
mFS8_Fault_4,235423,603869,-3116.96,97.7288,195.4843,-3132.33,97.6848,195.3916,72.4196,90,
mFS8_Fault_4,235407,603917,-3121.59,97.7895,195.608,-3136.9,97.746,195.5166,249.886,90,
mFS8_Fault_4,235389,603964,-3126.38,97.8524,195.7364,-3141.41,97.8094,195.646,248.178,90,
mFS8_Fault_4,235370,604011,-3131.27,97.9167,195.8677,-3145.92,97.8743,195.7785,67.1842,90,
mFS8_Fault_4,235350,604057,-3136.04,97.9822,196.0016,-3150.6,97.9403,195.9134,66.5121,90,
mFS8_Fault_4,235329,604103,-3140.37,98.0485,196.1372,-3155.38,98.0071,196.05,245.917,90,
mFS8_Fault_4,235309,604149,-3144,98.1155,196.2744,-3159.89,98.0746,196.1883,245.246,90,
mFS8_Fault_4,235287,604195,-3146.87,98.1835,196.4136,-3163.7,98.143,196.3285,64.4084,90,
mFS8_Fault_4,235265,604240,-3149.11,98.2522,196.5543,-3166.56,98.2122,196.4701,63.5513,90,
mFS8_Fault_4,235242,604285,-3150.93,98.3216,196.6966,-3168.26,98.282,196.6134,62.6439,90,
mFS8_Fault_4,235219,604330,-3152.47,98.3917,196.8405,-3168.7,98.3526,196.7581,61.7636,90,
mFS8_Fault_4,235194,604374,-3153.86,98.4625,196.9856,-3167.95,98.4237,196.904,60.9526,90,
mFS8_Fault_4,235170,604418,-3155.21,98.5338,197.1317,-3166.33,98.4954,197.0509,60.2087,90,
mFS8_Fault_4,235144,604462,-3156.62,98.6054,197.2788,-3164.44,98.5674,197.1988,239.533,90,
mFS8_Fault_4,235118,604506,-3158.25,98.6773,197.4264,-3162.94,98.6397,197.3474,239.242,90,
mFS8_Fault_4,235093,604549,-3160.29,98.7493,197.5744,-3162.44,98.7121,197.496,59.2857,90,
mFS8_Fault_4,235067,604592,-3162.84,98.8213,197.7221,-3163.55,98.7844,197.6444,239.552,90,
mFS8_Fault_4,235041,604636,-3165.81,98.8926,197.8683,-3166.61,98.8561,197.7914,59.7952,89.9729,
mFS13_Fault_68,267485,580648,-2995.63,56.5056,112.9357,-3057.67,56.863,113.643,103.323,84.1738,
mFS13_Fault_68,267500,580701,-3005.24,55.4485,110.8181,-3086.03,55.4585,110.8306,104.684,86.0937,
mFS13_Fault_68,267516,580754,-3009.04,54.1966,108.3107,-3106.94,54.457,108.8235,105.712,87.8863,
mFS13_Fault_68,267531,580807,-3011.69,53.4958,106.9049,-3121.92,53.8118,107.5287,106.94,89.3776,
mFS13_Fault_68,267548,580859,-3014.7,53.22,106.3484,-3130.98,53.2521,106.405,287.224,89.6733,
mFS13_Fault_68,267563,580912,-3017.37,53.0449,105.9934,-3135.08,52.7684,105.4336,285.841,89.3292,
mFS13_Fault_68,267577,580965,-3019.83,52.9496,105.7981,-3135.92,52.4462,104.7848,283.157,89.4274,
mFS13_Fault_68,267588,581020,-3024,53.1,106.0939,-3135.03,52.3156,104.5193,280.17,89.7215,
mFS13_Fault_68,267597,581075,-3032.51,53.5553,106.9991,-3134.09,52.3406,104.5648,97.6273,89.9963,
mFS13_Fault_68,267603,581131,-3047.03,54.1665,108.2158,-3134.83,52.4243,104.7278,95.7947,89.8329,
mFS13_Fault_68,267609,581187,-3067.52,54.6121,109.1014,-3137.07,52.4828,104.8409,94.9837,89.8265,
mFS13_Fault_68,267614,581244,-3090.84,54.5724,109.0177,-3139.59,52.5127,104.8964,95.0549,89.9096,
mFS13_Fault_68,267619,581299,-3110.49,54.0135,107.8973,-3141.88,52.5288,104.9244,95.4723,89.9879,
mFS13_Fault_68,267624,581354,-3121.43,53.2185,106.3051,-3143.27,52.5028,104.8683,276.091,89.9685,
mFS13_Fault_68,267631,581408,-3123.81,52.5036,104.8727,-3143.35,52.4175,104.6936,276.955,89.9506,
mFS13_Fault_68,267638,581462,-3119.89,52.0293,103.921,-3142.16,52.3109,104.4761,277.962,89.9473,
mFS13_Fault_68,267646,581515,-3111.98,51.8136,103.4857,-3139.96,52.2346,104.3194,278.977,89.9668,
mFS13_Fault_68,267655,581569,-3102.57,51.7878,103.4299,-3137.24,52.2119,104.2693,280.327,89.9892,
mFS13_Fault_68,267665,581622,-3093.42,51.8629,103.5749,-3134.52,52.2366,104.3137,282.263,89.9924,
mFS13_Fault_68,267678,581674,-3085.46,51.9812,103.8059,-3132.27,52.2874,104.4098,284.758,89.9843,
mFS13_Fault_68,267693,581727,-3079.08,52.1153,104.0681,-3130.67,52.3394,104.5081,287.725,89.9865,
mFS13_Fault_68,267711,581778,-3074.42,52.2438,104.3189,-3129.61,52.3793,104.5817,290.746,89.987,
mFS13_Fault_68,267732,581829,-3071.33,52.3438,104.5122,-3128.84,52.4077,104.6318,293.42,89.9778,
mFS13_Fault_68,267754,581879,-3069.26,52.4032,104.6241,-3128.19,52.4299,104.6691,295.466,89.9799,
mFS13_Fault_68,267778,581928,-3067.53,52.4316,104.6737,-3127.66,52.4478,104.6978,296.749,89.9901,
mFS13_Fault_68,267803,581976,-3065.57,52.4725,104.7475,-3127.08,52.4846,104.7633,297.328,89.9966,
mFS13_Fault_68,267828,582025,-3063.22,52.5118,104.8179,-3126.04,52.5211,104.8285,297.515,90,
mFS13_Fault_68,267854,582074,-3060.54,52.5273,104.8414,-3124.26,52.5366,104.852,297.547,90,
mFS13_Fault_68,267879,582123,-3057.63,52.5435,104.8661,-3121.9,52.5527,104.8767,297.184,90,
mFS13_Fault_68,267904,582172,-3054.64,52.5602,104.892,-3119.45,52.5695,104.9025,116.073,90,
mFS13_Fault_68,267927,582221,-3051.86,52.5776,104.9193,-3117.37,52.587,104.9297,114.223,90,
mFS13_Fault_68,267949,582272,-3049.77,52.5958,104.9481,-3115.88,52.6052,104.9585,111.627,90,
mFS13_Fault_68,267967,582324,-3048.82,52.6148,104.9786,-3115.06,52.6171,104.9743,108.226,90,
mFS13_Fault_68,267982,582376,-3049.23,52.6196,104.9798,-3114.92,52.6201,104.9721,104.096,89.9993,
mFS13_Fault_68,267994,582430,-3050.98,52.5938,104.9201,-3115.3,52.6259,104.9757,279.738,89.9575,
mFS13_Fault_68,268001,582484,-3053.98,52.5552,104.8361,-3115.94,52.6513,105.0193,275.285,89.9667,
mFS13_Fault_68,268004,582539,-3057.75,52.5306,104.7807,-3116.43,52.7007,105.1115,271.023,89.9443,
mFS13_Fault_68,268003,582594,-3061.58,52.53,104.7736,-3116.39,52.7623,105.2285,267.096,89.9362,
mFS13_Fault_68,267999,582648,-3065.07,52.5474,104.8028,-3115.73,52.8253,105.3488,263.435,89.9357,
mFS13_Fault_68,267991,582703,-3068.25,52.5667,104.8364,-3114.61,52.8788,105.4504,259.898,89.9346,
mFS13_Fault_68,267979,582756,-3071.28,52.5757,104.8503,-3113.33,52.9082,105.5045,256.51,89.9413,
mFS13_Fault_68,267965,582809,-3074.39,52.5701,104.835,-3112.32,52.8972,105.4786,253.399,89.9514,
mFS13_Fault_68,267948,582861,-3077.77,52.5521,104.7954,-3112.13,52.837,105.3549,250.697,89.9536,
mFS13_Fault_68,267929,582912,-3081.52,52.5367,104.7618,-3113.08,52.7487,105.1758,248.581,89.9632,
mFS13_Fault_68,267909,582963,-3085.47,52.5544,104.7942,-3115.07,52.692,105.06,247.125,89.9907,
mFS13_Fault_68,267887,583013,-3089.07,52.6387,104.9595,-3117.38,52.7344,105.1418,66.1984,89.9896,
mFS13_Fault_68,267865,583063,-3091.45,52.8116,105.3013,-3118.72,52.9192,105.5072,65.865,89.9844,
mFS13_Fault_68,267843,583113,-3091.76,53.0716,105.8166,-3117.77,53.2553,106.1743,66.2401,89.984,
mFS13_Fault_68,267821,583164,-3089.54,53.3856,106.4394,-3113.55,53.7103,107.0778,67.3594,89.9763,
mFS13_Fault_68,267800,583216,-3084.91,53.6984,107.0591,-3105.77,54.2081,108.0664,69.098,89.9505,
mFS13_Fault_68,267781,583268,-3078.36,53.9558,107.568,-3094.92,54.6501,108.9431,71.0425,89.9132,
mFS13_Fault_68,267764,583322,-3070.71,54.1154,107.8816,-3082.15,54.9383,109.5129,72.9936,89.844,
mFS13_Fault_68,267748,583376,-3063.07,54.1461,107.9379,-3069.08,54.9556,109.5426,74.2394,89.8025,
mFS13_Fault_68,267733,583430,-3056.52,54.1003,107.8422,-3057.31,54.6156,108.8603,74.5823,89.8174,
M_2,242359,595552,-2827.62,84.7056,169.2272,-2838.07,84.6125,169.0475,51.029,69.7297,x
M_2,242336,595585,-2832.03,84.6924,169.2021,-2846.39,84.5979,169.0198,51.3008,69.741,
M_2,242312,595618,-2834.39,84.6824,169.183,-2853.03,84.5863,168.9975,52.7069,69.887,
M_2,242289,595651,-2835.07,84.674,169.1665,-2857.28,84.5768,168.9787,55.0841,70.1128,
M_2,242268,595685,-2834.56,84.666,169.1497,-2859.01,84.5682,168.9614,58.2985,70.4649,
M_2,242247,595719,-2833.33,84.6572,169.1319,-2858.8,84.5599,168.9442,61.0417,70.7294,
M_2,242229,595754,-2831.81,84.6479,169.1123,-2857.62,84.5515,168.9263,63.8032,70.9703,
M_2,242211,595790,-2830.46,84.6379,169.0911,-2856.24,84.5425,168.9073,66.0193,71.076,
M_2,242195,595826,-2829.63,84.6271,169.0691,-2855.13,84.533,168.8877,67.7152,71.1052,
M_2,242181,595863,-2829.49,84.6158,169.0464,-2854.47,84.5233,168.8682,69.0933,71.1366,
M_2,242167,595901,-2829.96,84.6043,169.0239,-2854.29,84.5135,168.849,70.1298,71.1676,
M_2,242153,595938,-2830.71,84.5931,169.0028,-2854.59,84.504,168.8313,70.7939,71.177,
M_2,242141,595976,-2831.34,84.5831,168.9842,-2855.34,84.4954,168.8154,71.169,71.1712,
M_2,242128,596014,-2831.59,84.5744,168.9685,-2856.49,84.4878,168.8018,71.2885,71.1403,
M_2,242116,596051,-2831.4,84.5674,168.9564,-2857.92,84.4814,168.7908,71.3552,71.107,
M_2,242103,596089,-2830.87,84.562,168.9475,-2859.45,84.4766,168.7828,71.5211,71.1002,
M_2,242090,596127,-2830.17,84.5582,168.9415,-2860.88,84.4731,168.7777,71.7199,71.1147,
M_2,242078,596165,-2829.43,84.5557,168.938,-2861.99,84.4713,168.7754,71.9141,71.1467,
M_2,242066,596203,-2828.71,84.5543,168.9369,-2862.61,84.4708,168.7762,72.1865,71.2166,
M_2,242053,596241,-2828.09,84.5539,168.938,-2862.59,84.4717,168.7798,72.4939,71.3142,
M_2,242041,596279,-2827.63,84.5546,168.9413,-2861.92,84.474,168.7862,72.8027,71.4375,
M_2,242029,596317,-2827.31,84.5563,168.9466,-2860.58,84.4777,168.7954,73.0872,71.5866,
M_2,242017,596355,-2826.9,84.559,168.9542,-2858.71,84.4827,168.8072,73.2436,71.7333,
M_2,242006,596392,-2826.09,84.563,168.9646,-2856.61,84.4888,168.8216,73.3107,71.882,
M_2,241994,596430,-2824.67,84.5686,168.978,-2854.8,84.496,168.838,73.3863,72.0525,
M_2,241982,596468,-2822.43,84.5757,168.9943,-2853.98,84.504,168.856,73.4668,72.2366,
M_2,241970,596506,-2819.43,84.5842,169.0135,-2854.98,84.5125,168.8751,73.537,72.4273,
M_2,241959,596544,-2816.08,84.594,169.0353,-2858.28,84.5214,168.8951,73.3875,72.5806,
M_2,241947,596583,-2813.16,84.605,169.0592,-2863.76,84.5311,168.9168,73.1769,72.7339,
M_2,241936,596622,-2811.43,84.6169,169.0852,-2870.56,84.5419,168.9407,72.982,72.9007,
M_2,241925,596661,-2810.99,84.6297,169.1129,-2877.64,84.5541,168.9671,72.7801,73.0744,
M_2,241914,596700,-2811.4,84.6435,169.1426,-2884.24,84.5681,168.997,72.5439,73.249,
M_2,241903,596739,-2812.05,84.6587,169.1751,-2890.06,84.5836,169.0302,72.2567,73.4235,
M_2,241891,596778,-2812.47,84.6754,169.2104,-2895.15,84.6009,169.0669,72.0208,73.6187,
M_2,241879,596817,-2812.35,84.6935,169.2484,-2899.77,84.6198,169.1063,71.7692,73.8183,
M_2,241867,596855,-2811.59,84.7132,169.2896,-2904.27,84.64,169.1488,71.4859,74.016,
M_2,241855,596894,-2810.27,84.7343,169.3337,-2908.91,84.6617,169.1938,71.1885,74.2166,
M_2,241842,596932,-2808.57,84.7567,169.3803,-2913.81,84.6846,169.2415,70.9195,74.4337,
M_2,241829,596970,-2806.76,84.7805,169.4295,-2918.81,84.7089,169.2918,70.7233,74.6757,
M_2,241816,597009,-2805.06,84.8053,169.4808,-2923.58,84.7346,169.3448,70.5173,74.9236,
M_2,241803,597047,-2803.61,84.8312,169.5345,-2927.81,84.7617,169.4005,70.3597,75.1872,
M_2,241790,597085,-2802.46,84.8582,169.5901,-2931.37,84.7899,169.4583,70.3577,75.4961,
M_2,241777,597122,-2801.68,84.8864,169.6469,-2934.26,84.819,169.5169,70.2795,75.7735,
M_2,241764,597159,-2801.39,84.9161,169.7057,-2936.53,84.8492,169.5767,69.501,75.8625,
M_2,241750,597195,-2801.57,84.9478,169.768,-2938.31,84.8813,169.6396,68.3107,75.8059,
M_2,241735,597232,-2802.09,84.9815,169.8348,-2939.79,84.9157,169.7077,66.7195,75.6906,
M_2,241720,597269,-2802.77,85.0167,169.9052,-2941.15,84.952,169.7804,66.5226,75.8189,
M_2,241704,597306,-2803.51,85.0526,169.9777,-2942.55,84.9893,169.8554,66.5343,76.0195,
M_2,241688,597343,-2804.26,85.0895,170.052,-2944.04,85.0275,169.9323,66.5507,76.2181,
M_2,241672,597380,-2804.95,85.1276,170.1284,-2945.58,85.0667,170.0107,66.4139,76.3748,
M_2,241656,597417,-2805.5,85.1667,170.207,-2947.12,85.1069,170.0911,66.0265,76.487,
M_2,241640,597454,-2805.86,85.2072,170.2877,-2948.53,85.1482,170.1737,65.6804,76.5981,
M_2,241624,597490,-2806.02,85.2488,170.3707,-2949.69,85.1906,170.2583,65.3403,76.703,
M_2,241607,597527,-2805.95,85.2915,170.4561,-2950.5,85.2342,170.3451,64.9864,76.7969,
M_2,241590,597563,-2805.65,85.3354,170.5437,-2950.98,85.2788,170.4341,64.556,76.8762,
M_2,241572,597599,-2805.11,85.3806,170.6337,-2951.25,85.3246,170.5253,64.0557,76.9411,
M_2,241555,597635,-2804.37,85.4269,170.7263,-2951.48,85.3715,170.6187,63.624,77.0022,
M_2,241537,597671,-2803.55,85.4745,170.8209,-2951.9,85.4194,170.7141,63.2352,77.0624,
M_2,241518,597707,-2802.74,85.5231,170.9174,-2952.7,85.4683,170.8114,62.8583,77.1216,
M_2,241500,597742,-2801.87,85.5726,171.0163,-2953.83,85.5182,170.9107,62.4513,77.181,
M_2,241481,597778,-2800.7,85.6233,171.1172,-2954.9,85.569,171.0119,62.0709,77.2417,
M_2,241462,597813,-2799.1,85.675,171.22,-2955.45,85.6208,171.1149,61.7465,77.3006,
M_2,241443,597848,-2797.07,85.7278,171.3248,-2955.23,85.6737,171.22,61.4573,77.3596,
M_2,241424,597884,-2794.71,85.7814,171.4315,-2954.27,85.7275,171.3269,61.1623,77.4193,
M_2,241404,597919,-2792.47,85.8358,171.5399,-2952.98,85.7821,171.4355,60.8704,77.4826,
M_2,241384,597953,-2790.97,85.8911,171.6499,-2951.75,85.8375,171.5458,60.5454,77.5423,
M_2,241364,597988,-2790.73,85.9471,171.7615,-2950.67,85.8937,171.6577,60.2333,77.5968,
M_2,241344,598023,-2791.81,86.0038,171.8744,-2949.68,85.9507,171.7711,59.9245,77.6466,
M_2,241324,598058,-2793.81,86.0614,171.9888,-2948.68,86.0085,171.8859,59.5653,77.6909,
M_2,241303,598093,-2796.23,86.1198,172.1048,-2947.51,86.0671,172.0024,59.1866,77.7306,
M_2,241283,598127,-2798.76,86.1788,172.2225,-2946.11,86.1265,172.1204,58.7073,77.7519,
M_2,241262,598162,-2801.13,86.2389,172.3418,-2944.66,86.1868,172.24,58.267,77.7564,
M_2,241241,598196,-2803.12,86.2999,172.4629,-2943.61,86.2477,172.361,57.8126,77.7466,
M_2,241219,598230,-2804.54,86.3618,172.5857,-2943.47,86.3094,172.4833,57.2527,77.7282,
M_2,241198,598264,-2805.4,86.4245,172.7103,-2944.57,86.3717,172.607,56.6852,77.6995,
M_2,241176,598297,-2805.89,86.4882,172.8364,-2946.88,86.4346,172.7318,56.0412,77.645,
M_2,241153,598331,-2806.22,86.5526,172.9643,-2950.19,86.4981,172.8579,55.4884,77.5746,
M_2,241131,598364,-2806.58,86.6176,173.0934,-2954.28,86.5623,172.9851,54.9176,77.505,
M_2,241108,598397,-2807.12,86.6834,173.2239,-2958.87,86.627,173.1135,54.4326,77.4445,
M_2,241085,598430,-2807.92,86.7498,173.3557,-2963.45,86.6922,173.243,53.9705,77.38,
M_2,241062,598463,-2809.05,86.8167,173.4885,-2967.38,86.7582,173.3737,53.5842,77.3045,
M_2,241039,598495,-2810.46,86.8842,173.6222,-2970.19,86.8247,173.5056,53.3661,77.2378,
M_2,241015,598528,-2812.03,86.9518,173.7569,-2971.66,86.8917,173.6388,53.2122,77.2094,
M_2,240991,598560,-2813.68,87.0199,173.8921,-2971.72,86.9591,173.773,53.4088,77.2193,
M_2,240967,598592,-2815.3,87.0886,174.0285,-2970.41,87.0272,173.9082,52.4007,77.1597,
M_2,240942,598624,-2816.77,87.1581,174.1664,-2967.97,87.0962,174.0446,51.0561,76.8893,
M_2,240916,598654,-2817.87,87.2288,174.3059,-2964.97,87.1661,174.1826,48.9841,76.5229,
M_2,240889,598684,-2818.39,87.3001,174.4472,-2962.07,87.2367,174.3222,47.5532,76.1912,
M_2,240861,598714,-2818.25,87.372,174.5896,-2959.75,87.3077,174.4631,46.8966,75.9465,
M_2,240834,598743,-2817.8,87.4442,174.7327,-2958.21,87.379,174.6046,46.5437,75.7807,
M_2,240806,598772,-2817.6,87.5163,174.8761,-2957.35,87.4503,174.7462,46.5242,75.6154,
M_2,240778,598801,-2818.18,87.5885,175.0197,-2956.86,87.5218,174.8881,46.3838,75.4326,
M_2,240751,598830,-2819.67,87.6608,175.1634,-2956.27,87.5934,175.0303,46.2374,75.2225,
M_2,240723,598859,-2821.8,87.7331,175.307,-2955.19,87.6653,175.1731,46.0895,74.9899,
M_2,240695,598888,-2824.1,87.8055,175.4507,-2953.49,87.7375,175.3163,45.9233,74.7404,
M_2,240667,598916,-2826.11,87.8782,175.595,-2951.24,87.8099,175.46,45.6753,74.4708,
M_2,240639,598945,-2827.55,87.9511,175.7394,-2948.45,87.8827,175.6042,45.5235,74.1673,
M_2,240611,598973,-2828.31,88.0241,175.8845,-2944.97,87.9556,175.7489,45.3759,73.8444,
M_2,240582,599002,-2828.37,88.0974,176.03,-2940.86,88.0289,175.8942,45.189,73.509,
M_2,240554,599030,-2827.77,88.1708,176.1759,-2936.55,88.1022,176.0397,45.0426,73.1585,
M_2,240525,599058,-2826.6,88.2445,176.3221,-2932.7,88.1755,176.1853,44.9565,72.7957,
M_2,240496,599086,-2825.09,88.3182,176.4685,-2929.91,88.2487,176.3306,44.8909,72.4283,
M_2,240467,599114,-2823.49,88.392,176.6152,-2928.49,88.3215,176.4754,44.936,72.0518,
M_2,240438,599142,-2822.02,88.4657,176.7617,-2928.5,88.3941,176.6196,45.1264,71.6693,
M_2,240410,599171,-2820.79,88.5392,176.9078,-2929.84,88.4662,176.7628,45.3941,71.2942,
M_2,240382,599199,-2819.8,88.6125,177.0537,-2932.36,88.5379,176.9054,45.7973,70.931,
M_2,240355,599229,-2818.9,88.6856,177.1992,-2935.81,88.6091,177.0471,46.656,70.5775,
M_2,240328,599258,-2817.9,88.7584,177.3443,-2939.76,88.68,177.1884,47.4808,70.2877,
M_2,240301,599288,-2816.71,88.8308,177.4889,-2943.38,88.7506,177.3294,48.4245,70.0444,
M_2,240275,599319,-2815.36,88.9028,177.6329,-2945.79,88.8211,177.47,49.6705,69.8536,
M_2,240250,599350,-2814.1,88.9743,177.7759,-2946.82,88.8913,177.6105,51.3409,69.7152,
M_2,240225,599381,-2813.26,89.045,177.9176,-2946.51,88.9612,177.7504,52.6163,69.6576,
M_2,240200,599413,-2813.09,89.1147,178.0576,-2945.12,89.0309,177.89,53.7432,69.6426,
M_2,240176,599446,-2813.53,89.1837,178.196,-2943.09,89.1001,178.029,54.7194,69.6671,
M_2,240153,599479,-2814.23,89.252,178.3329,-2940.7,89.169,178.1673,55.4291,69.7252,
M_2,240130,599512,-2814.9,89.3196,178.4691,-2938.46,89.2375,178.3047,55.615,69.7968,
M_2,240108,599545,-2815.6,89.3867,178.6043,-2936.8,89.3052,178.4409,56.3404,69.8744,
M_2,240086,599579,-2816.58,89.4522,178.737,-2935.96,89.3718,178.5754,58.0346,70.0899,
M_2,240067,599614,-2818.13,89.5142,178.8648,-2934.81,89.436,178.7074,63.448,70.7634,
M_2,240051,599650,-2820.5,89.5723,178.9869,-2933.32,89.4972,178.8354,67.794,72.1521,
M_2,240038,599688,-2823.67,89.6292,179.1066,-2932.92,89.5562,178.9589,72.435,73.5025,
M_2,240030,599736,-2827.6,89.689,179.2294,-2933.79,89.6185,179.0865,85.6923,74.6733,
M_2,240032,599795,-2832.09,89.7481,179.3468,-2935.29,89.6799,179.2086,97.1921,75.4087,
M_2,240043,599853,-2836.62,89.8006,179.4489,-2936.38,89.7332,179.3125,102.945,75.3169,
M_2,240058,599910,-2840.67,89.8475,179.5416,-2936.4,89.7817,179.4079,104.957,74.9991,
M_2,240073,599967,-2843.86,89.8909,179.6314,-2935.56,89.8281,179.5037,104.291,74.995,
M_2,240088,600024,-2845.96,89.9334,179.7226,-2934.6,89.8743,179.6029,103.57,75.6151,
M_2,240101,600081,-2846.95,89.9784,179.8183,-2934.22,89.9225,179.7049,101.779,75.9785,
M_2,240112,600138,-2846.95,90.0278,179.9195,-2934.72,89.9737,179.8095,100.262,75.8306,
M_2,240121,600196,-2846.14,90.0803,180.026,-2935.99,90.0272,179.918,98.5657,75.5589,
M_2,240128,600254,-2844.69,90.1353,180.1394,-2937.71,90.0836,180.034,94.4015,75.3984,
M_2,240132,600312,-2842.81,90.1931,180.2589,-2939.7,90.1427,180.1567,92.8986,75.6743,
M_2,240134,600371,-2840.78,90.2522,180.3812,-2941.77,90.2031,180.2819,92.3212,76.0228,
M_2,240137,600430,-2838.78,90.3119,180.5051,-2943.74,90.2642,180.4084,91.9315,76.5095,
M_2,240138,600489,-2836.92,90.3721,180.63,-2945.41,90.3259,180.536,91.1261,77.0132,
M_2,240139,600548,-2835.19,90.4332,180.7563,-2946.67,90.3883,180.6648,89.7101,77.3218,
M_2,240138,600607,-2833.63,90.4953,180.884,-2947.52,90.4515,180.7946,88.2505,77.4348,
M_2,240135,600666,-2832.28,90.5579,181.0125,-2947.92,90.5152,180.9253,87.5506,77.5435,
M_2,240132,600725,-2831.17,90.6206,181.141,-2947.94,90.579,181.0563,86.941,77.6837,
M_2,240129,600784,-2830.28,90.6833,181.2698,-2947.84,90.6428,181.1873,86.2265,77.8025,
M_2,240124,600842,-2829.58,90.746,181.3987,-2947.94,90.7067,181.3183,85.2157,77.9182,
M_2,240119,600901,-2829.13,90.8088,181.528,-2948.4,90.7706,181.4499,84.0236,78.0768,
M_2,240112,600960,-2829.01,90.8718,181.6579,-2948.97,90.8348,181.5818,82.6596,78.2319,
M_2,240104,601018,-2829.13,90.9351,181.7883,-2949.27,90.8992,181.7141,81.3934,78.3507,
M_2,240095,601076,-2829.39,90.9985,181.9185,-2949.02,90.9635,181.8466,80.1975,78.4414,
M_2,240084,601134,-2829.71,91.062,182.0486,-2948.09,91.0278,181.979,79.142,78.4956,
M_2,240072,601192,-2829.99,91.1252,182.1783,-2946.59,91.0922,182.1107,78.2887,78.4818,
