Fault,Easting,Northing,ZTopLeft,ThicknessLeft1,ThicknessLeft2,ZTopRight,ThicknessRight1,ThicknessRight2,DipAzimuth,Dip,
MFS1_Fault_12,234886,611041,-3062.48,110.9,222.717,-3127.47,109.893,220.703,14.8765,76.2064,
MFS1_Fault_12,234937,611027,-3068.09,110.569,222.056,-3119.05,109.047,219.007,14.6932,76.3297,
MFS1_Fault_12,234988,611014,-3076.43,109.479,219.872,-3112.79,107.636,216.176,14.4652,76.464,
MFS1_Fault_12,235039,611001,-3085.1,109.023,218.96,-3109.47,106.389,213.675,14.311,76.6037,
MFS1_Fault_12,235090,610989,-3092.4,110.075,221.078,-3108.62,105.505,211.902,14.1959,76.7418,
MFS1_Fault_12,235140,610978,-3097.91,112.391,225.735,-3108.98,104.819,210.529,14.018,76.8838,
MFS1_Fault_12,235191,610967,-3102.48,114.978,230.939,-3109.95,104.338,209.566,13.9394,77.0354,
MFS1_Fault_12,235242,610956,-3107.56,116.605,234.212,-3112.46,104.249,209.391,13.9196,77.1928,
MFS1_Fault_12,235292,610945,-3113.82,116.289,233.58,-3117.22,104.913,210.729,13.8819,77.3518,
MFS1_Fault_12,235342,610933,-3120.46,114.112,229.21,-3123.65,106.473,213.869,13.83,77.5145,
MFS1_Fault_12,235392,610922,-3125.93,111.39,223.744,-3130.14,108.205,217.354,13.8027,77.6832,
MFS1_Fault_12,235441,610910,-3128.99,109.47,219.889,-3133.46,109.161,219.278,13.8546,77.8585,
mFS15_Fault_44,240038,580346,-2875.11,79.3807,158.7671,-2959.85,78.5295,157.0535,89.3482,83.5543,
mFS15_Fault_44,240037,580395,-2872.61,79.1874,158.383,-2961.47,78.3493,156.6962,89.3031,83.6352,
mFS15_Fault_44,240037,580444,-2870.8,78.9619,157.9327,-2963.83,78.2048,156.409,89.3103,83.7081,
mFS15_Fault_44,240036,580494,-2869.12,78.7752,157.5597,-2965.81,78.1626,156.3254,89.3521,83.7746,
mFS15_Fault_44,240036,580543,-2867.59,78.6371,157.2835,-2967.19,78.1743,156.349,89.5033,83.8082,
mFS15_Fault_44,240035,580593,-2866.19,78.5344,157.0777,-2967.89,78.1529,156.306,89.6298,83.8128,
mFS15_Fault_44,240035,580643,-2864.93,78.4397,156.8874,-2968.01,78.0522,156.1042,89.7423,83.7709,
mFS15_Fault_44,240035,580693,-2863.85,78.3257,156.6578,-2967.78,77.8983,155.7952,89.9952,83.6345,
mFS15_Fault_44,240035,580743,-2862.95,78.1907,156.3857,-2967.45,77.7538,155.5046,90.2819,83.3978,
mFS15_Fault_44,240035,580793,-2862.2,78.0538,156.1091,-2967.13,77.6511,155.2972,90.5512,83.0718,
mFS15_Fault_44,240036,580843,-2861.53,77.9279,155.8546,-2966.74,77.5834,155.1595,90.7573,82.6924,
mFS15_Fault_44,240036,580893,-2860.71,77.8191,155.6337,-2966.04,77.5479,155.0862,90.8306,82.3037,
mFS15_Fault_44,240037,580943,-2859.48,77.7471,155.4863,-2964.73,77.5525,155.093,90.7504,81.929,
mFS15_Fault_44,240037,580993,-2857.62,77.7389,155.4669,-2962.65,77.5903,155.1663,90.6025,81.5614,
mFS15_Fault_44,240037,581043,-2855.08,77.793,155.572,-2959.77,77.6357,155.2545,90.4038,81.1952,
mFS15_Fault_44,240037,581093,-2852,77.8671,155.717,-2956.18,77.6471,155.2746,90.1203,80.8185,
mFS15_Fault_44,240036,581143,-2848.62,77.9017,155.7828,-2952.13,77.5723,155.1221,89.8944,80.4049,
mFS15_Fault_44,240035,581194,-2845.27,77.8542,155.6844,-2947.95,77.3768,154.7287,89.7647,79.9623,
mFS15_Fault_44,240034,581244,-2842.19,77.7269,155.4266,-2943.94,77.0452,154.0631,89.5378,79.5432,
mFS15_Fault_44,240033,581294,-2839.52,77.5632,155.097,-2940.43,76.5594,153.0895,89.0691,79.2154,
mFS15_Fault_44,240032,581344,-2837.26,77.4039,154.7763,-2937.7,75.9612,151.8921,88.331,79.0164,
mFS15_Fault_44,240029,581394,-2835.28,77.2591,154.4855,-2935.79,75.4115,150.7916,87.3559,78.9434,
mFS15_Fault_44,240026,581444,-2833.47,77.129,154.2249,-2934.55,75.0541,150.0767,86.3667,78.9685,
mFS15_Fault_44,240022,581494,-2831.9,77.0247,154.0165,-2933.81,74.8542,149.677,85.581,79.0525,
mFS15_Fault_44,240018,581544,-2830.63,76.9549,153.8777,-2933.37,74.7001,149.3695,85.0473,79.1496,
mFS15_Fault_44,240014,581594,-2829.62,76.8943,153.7579,-2933.09,74.6114,149.1935,84.7091,79.2325,
mFS15_Fault_44,240009,581643,-2828.77,76.7859,153.5427,-2932.75,74.7017,149.3758,84.5004,79.3009,
mFS15_Fault_44,240004,581693,-2828.07,76.5978,153.1682,-2931.96,74.9656,149.9049,84.3864,79.362,
mFS15_Fault_44,239998,581743,-2827.45,76.37,152.7148,-2930.34,75.2444,150.4644,84.2492,79.4152,
mFS15_Fault_44,239993,581793,-2826.76,76.1771,152.3313,-2927.76,75.4064,150.7903,83.8604,79.4448,
mFS15_Fault_44,239987,581843,-2825.86,76.0419,152.0631,-2924.4,75.4493,150.878,83.1267,79.4311,
mFS15_Fault_44,239980,581893,-2824.77,75.9064,151.7943,-2920.66,75.4421,150.8654,82.5435,79.3699,
mFS15_Fault_44,239973,581943,-2823.7,75.6993,151.382,-2916.94,75.4435,150.8707,82.6162,79.3243,
mFS15_Fault_44,239966,581993,-2822.94,75.4196,150.8243,-2913.65,75.4338,150.8542,83.3374,79.2561,
mFS15_Fault_44,239961,582043,-2822.9,75.1446,150.2751,-2911.17,75.3137,150.6148,84.4623,79.0181,
mFS15_Fault_44,239956,582092,-2824.08,74.9721,149.9307,-2909.83,75.0014,149.9904,85.3041,78.7338,
mFS15_Fault_44,239953,582142,-2826.93,74.9686,149.9241,-2909.93,74.4802,148.9488,86.1427,78.4681,
mFS15_Fault_44,239951,582191,-2831.9,75.1511,150.289,-2911.76,73.7557,147.5001,87.152,78.1811,
mFS15_Fault_44,239950,582240,-2839.3,75.4077,150.8011,-2915.56,72.8495,145.6882,87.8416,77.9075,
mFS15_Fault_44,239950,582290,-2849.2,75.3479,150.6801,-2921.29,71.8455,143.6799,88.4897,77.5606,
mFS15_Fault_44,239951,582341,-2860.98,74.4456,148.8743,-2928.36,70.8885,141.7652,89.2447,77.12,
mFS15_Fault_44,239952,582391,-2872.71,72.722,145.4262,-2935.84,70.0309,140.0486,90.4831,76.5142,
mFS15_Fault_44,239955,582441,-2881.84,71.2236,142.4278,-2943.16,69.2169,138.4189,92.1208,75.6013,
mFS15_Fault_44,239959,582490,-2887.82,71.0334,142.0447,-2950.17,68.4893,136.9615,93.6296,74.376,
mFS15_Fault_44,239965,582539,-2888.75,71.9752,143.9245,-2966.85,70.3574,140.6947,94.0922,73.1794,
mFS15_Fault_44,239967,582589,-2885.62,73.0228,146.0159,-2960.53,70.057,140.0912,94.1352,72.1774,
mFS15_Fault_44,239970,582639,-2881.9,73.5456,147.0577,-2954.15,69.8705,139.7157,94.3447,71.2898,
mFS15_Fault_44,239971,582689,-2877.69,73.5627,147.0884,-2947.54,69.7661,139.5042,93.4536,70.5976,
mFS15_Fault_44,239972,582739,-2873.28,73.2695,146.4987,-2941.06,69.7071,139.3837,93.6397,69.908,
mFS15_Fault_44,239973,582789,-2868.81,72.8469,145.6504,-2934.93,69.6954,139.3577,94.0759,69.2719,
mFS15_Fault_44,239975,582839,-2864.4,72.4683,144.8901,-2929.26,69.7676,139.4994,93.7833,68.7698,
mFS15_Fault_44,239976,582888,-2860.11,72.2591,144.4684,-2924.08,69.9182,139.7979,93.0002,68.4279,
mFS15_Fault_44,239976,582938,-2855.97,72.213,144.3728,-2919.43,70.0806,140.1203,92.2435,68.2265,
mFS15_Fault_44,239976,582988,-2852.06,72.2233,144.3898,-2915.29,70.2173,140.3911,91.6915,68.1278,
mFS15_Fault_44,239976,583037,-2848.43,72.2283,144.3966,-2911.66,70.338,140.6296,90.8184,68.1557,
mFS15_Fault_44,239975,583087,-2845.09,72.2728,144.4816,-2908.6,70.4535,140.8578,89.5086,68.3425,
mFS15_Fault_44,239973,583136,-2842.03,72.4097,144.7514,-2906.03,70.6153,141.1786,88.0442,68.6794,
mFS15_Fault_44,239970,583185,-2839.31,72.592,145.1115,-2903.65,70.922,141.7889,86.6456,69.1392,
mFS15_Fault_44,239965,583235,-2837.02,72.7267,145.3763,-2901,71.3954,142.7323,85.371,69.7034,
mFS15_Fault_44,239960,583284,-2834.89,72.8082,145.5351,-2897.71,71.9527,143.8433,84.128,70.3734,
mFS15_Fault_44,239953,583333,-2832.39,72.9019,145.7179,-2893.5,72.5307,144.9952,82.9141,71.1394,
mFS15_Fault_44,239945,583382,-2829.12,73.0413,145.9913,-2888.23,73.124,146.1769,81.7922,71.9682,
mFS15_Fault_44,239936,583430,-2824.8,73.2262,146.3559,-2881.88,73.688,147.2992,80.8548,72.8073,
mFS15_Fault_44,239926,583479,-2819.27,73.4882,146.8749,-2874.65,74.1122,148.1408,79.9906,73.6394,
mFS15_Fault_44,239915,583527,-2812.6,73.8774,147.6481,-2866.99,74.3437,148.5976,79.1162,74.4749,
mFS15_Fault_44,239904,583575,-2805.07,74.3514,148.5898,-2859.4,74.4685,148.8422,78.2515,75.3216,
mFS15_Fault_44,239892,583624,-2797.03,74.7598,149.3987,-2852.27,74.6097,149.1207,77.5953,76.1634,
mFS15_Fault_44,239879,583672,-2788.86,75.0093,149.8912,-2845.92,74.8149,149.5264,77.3257,76.9717,
mFS15_Fault_44,239867,583720,-2780.91,75.1555,150.1791,-2840.51,75.0841,150.0577,77.3303,77.7375,
mFS15_Fault_44,239855,583768,-2773.59,75.2945,150.4556,-2835.96,75.4473,150.7777,77.4514,78.4578,
mFS15_Fault_44,239843,583817,-2767.31,75.4562,150.776,-2831.9,75.9535,151.7873,77.6685,79.125,
mFS15_Fault_44,239832,583865,-2762.29,75.6046,151.0661,-2827.59,76.5695,153.0168,78.0781,79.7328,
mFS15_Fault_44,239821,583914,-2758.65,75.6934,151.2379,-2822.28,77.1423,154.1547,78.7409,80.2767,
mFS15_Fault_44,239811,583962,-2756.24,75.7169,151.2824,-2815.41,77.5278,154.9168,79.56,80.7566,
mFS15_Fault_44,239802,584011,-2754.52,75.7336,151.3162,-2806.91,77.731,155.3176,80.532,81.1681,
mFS15_Fault_44,239793,584060,-2752.77,75.8484,151.5465,-2797.41,77.86,155.5739,81.7225,81.5029,
mFS15_Fault_44,239786,584109,-2750.53,76.1256,152.0987,-2787.81,77.9929,155.8389,83.0866,81.7576,
mFS15_Fault_44,239780,584159,-2747.68,76.5134,152.8681,-2778.73,78.1323,156.1131,84.4661,81.9304,
mFS15_Fault_44,239775,584208,-2744.4,76.9036,153.641,-2770.8,78.2715,156.3828,85.7328,82.0194,
mFS15_Fault_44,239771,584258,-2741.04,77.2494,154.325,-2764.82,78.4521,156.7338,86.9322,82.028,
mFS15_Fault_44,239768,584308,-2737.99,77.5961,155.01,-2761.08,78.696,157.2107,88.0523,81.9639,
mFS15_Fault_44,239767,584357,-2735.7,78.0124,155.8334,-2758.48,78.9271,157.6622,88.9732,81.8391,
mFS15_Fault_44,239766,584407,-2734.47,78.4802,156.7591,-2755.44,79.0344,157.8661,89.6181,81.6647,
mFS15_Fault_44,239766,584456,-2734.38,78.8822,157.5545,-2751.04,78.9846,157.758,90.5226,81.5375,
mFS15_Fault_44,239764,584505,-2735.27,79.1193,158.0174,-2745.14,78.7828,157.3425,86.1513,81.0875,
mFS15_Fault_44,239763,584552,-2736.58,79.0724,157.9383,-2738.12,78.4634,156.7148,92.2289,80.5971,
mSF14_Fault_115a,246729,582781,-2697.03,68.1389,136.3161,-2746.58,71.2828,142.615,13.0498,80.3909,
mSF14_Fault_115a,246784,582773,-2732.51,65.6913,131.3892,-2771.83,67.4751,134.9654,13.5897,80.924,
mSF14_Fault_115a,246830,582766,-2771.46,63.9496,127.8874,-2795.49,63.2062,126.4069,14.707,81.4976,
mSF14_Fault_115a,246874,582760,-2812.25,63.9465,127.8711,-2816.12,60.6089,121.2012,14.6244,81.6247,
mSF14_Fault_115a,246919,582752,-2844.87,65.5684,131.1054,-2831.89,59.7313,119.4375,15.0046,82.0198,
mSF14_Fault_115a,246967,582741,-2863.76,67.7827,135.5229,-2841.44,60.2166,120.3992,15.4804,82.4509,
mSF14_Fault_115a,247018,582728,-2872.46,69.8207,139.5853,-2845,61.563,123.0818,15.8513,82.8673,
mSF14_Fault_115a,247071,582712,-2872,71.6394,143.2085,-2844.38,63.2933,126.5324,16.0184,83.2174,
mSF14_Fault_115a,247125,582696,-2863.34,72.9807,145.8797,-2841.05,65.0516,130.0402,16.1903,83.5367,
mSF14_Fault_115a,247180,582679,-2850.29,73.4573,146.8242,-2836.24,66.5836,133.0959,16.3834,83.8187,
mSF14_Fault_115a,247236,582661,-2836.85,73.1478,146.1976,-2831.28,67.7283,135.3775,16.3891,83.9913,
mSF14_Fault_115a,247290,582644,-2825.11,72.4664,144.8326,-2827.4,68.4495,136.8157,16.3209,84.0575,
mSF14_Fault_115a,247344,582628,-2815.54,71.7443,143.3899,-2825.32,68.8214,137.5582,16.2959,84.0292,
mSF14_Fault_115a,247398,582611,-2807.94,71.1254,142.1533,-2825.13,68.9653,137.8452,16.254,83.8992,
mSF14_Fault_115a,247451,582596,-2802.04,70.6427,141.1911,-2826.48,69.0012,137.9186,16.1207,83.6684,
mSF14_Fault_115a,247504,582580,-2797.46,70.2883,140.4868,-2828.75,69.029,137.9777,15.8193,83.3416,
mSF14_Fault_115a,247556,582566,-2793.66,70.0624,140.0381,-2831.31,69.104,138.1301,15.3906,82.9426,
mSF14_Fault_115a,247609,582551,-2790.13,69.9789,139.8751,-2833.67,69.2283,138.3809,15.0345,82.5217,
mSF14_Fault_115a,247662,582537,-2786.57,70.0228,139.9686,-2835.53,69.3815,138.6918,14.8008,82.1181,
mSF14_Fault_115a,247714,582523,-2783,70.1169,140.1607,-2836.78,69.5455,139.0239,14.5953,81.7542,
mSF14_Fault_115a,247767,582509,-2779.64,70.162,140.2545,-2837.48,69.7092,139.3543,14.4088,81.4575,
mSF14_Fault_115a,247820,582496,-2776.87,70.1151,140.1643,-2837.76,69.8613,139.661,14.334,81.2714,
mSF14_Fault_115a,247873,582482,-2774.95,69.9941,139.9267,-2837.73,69.9677,139.8765,14.2502,81.2072,
mSF14_Fault_115a,247926,582469,-2773.92,69.8459,139.6353,-2837.65,70.0021,139.9489,13.8845,81.2407,
mSF14_Fault_115a,247978,582456,-2773.7,69.7402,139.4284,-2837.98,70.0101,139.9689,13.2176,81.3595,
mSF14_Fault_115a,248031,582444,-2774.16,69.7259,139.4047,-2838.76,70.0645,140.0811,12.531,81.5815,
mSF14_Fault_115a,248084,582433,-2775.08,69.7668,139.4917,-2839.43,70.1786,140.3131,11.87,81.9058,
mSF14_Fault_115a,248137,582422,-2776.22,69.7832,139.5295,-2839.55,70.3182,140.5966,10.8478,82.2908,
mSF14_Fault_115a,248191,582412,-2777.2,69.7889,139.5458,-2838.99,70.4297,140.8245,9.36857,82.7073,
mSF14_Fault_115a,248244,582404,-2777.82,69.893,139.7582,-2837.61,70.4614,140.8919,7.85281,83.1604,
mSF14_Fault_115a,248298,582398,-2777.97,70.119,140.2138,-2835.54,70.4141,140.8009,6.3787,83.6433,
mSF14_Fault_115a,248352,582392,-2777.68,70.35,140.6791,-2833.24,70.3388,140.6535,4.83494,84.1519,
mSF14_Fault_115a,248407,582388,-2777.25,70.4753,140.9328,-2830.92,70.2779,140.5342,3.24203,84.6764,
mSF14_Fault_115a,248461,582386,-2776.99,70.4816,140.9478,-2828.76,70.2462,140.4732,1.68179,85.2053,
mSF14_Fault_115a,248515,582385,-2777.09,70.4156,140.8179,-2827.05,70.2403,140.4635,0.106597,85.7297,
mSF14_Fault_115a,248570,582385,-2777.64,70.3302,140.6485,-2825.65,70.2406,140.4654,358.529,86.2457,
mSF14_Fault_115a,248624,582388,-2778.64,70.2595,140.5079,-2824.32,70.2269,140.4388,357.058,86.7475,
mSF14_Fault_115a,248678,582391,-2780.03,70.2136,140.4164,-2823.05,70.1923,140.3698,355.664,87.2134,
mSF14_Fault_115a,248732,582396,-2781.67,70.1848,140.3588,-2821.8,70.1389,140.2629,354.227,87.6117,
mSF14_Fault_115a,248786,582402,-2783.44,70.1597,140.3081,-2820.55,70.0728,140.1302,352.888,87.917,
mSF14_Fault_115a,248840,582409,-2785.19,70.1263,140.2404,-2819.16,70.0046,139.9925,351.781,88.1312,
mSF14_Fault_115a,248894,582417,-2786.74,70.0748,140.136,-2817.72,69.9446,139.8712,350.857,88.2678,
mSF14_Fault_115a,248948,582426,-2787.89,69.9978,139.9806,-2816.51,69.8936,139.7676,350.109,88.3388,
mSF14_Fault_115a,249002,582436,-2788.46,69.8939,139.7712,-2815.52,69.8392,139.6577,349.553,88.362,
mSF14_Fault_115a,249055,582446,-2788.35,69.7716,139.5253,-2814.59,69.7679,139.5135,349.63,88.2804,
mSF14_Fault_115a,249108,582455,-2787.63,69.6528,139.2867,-2813.51,69.6772,139.331,350.439,88.0112,
mSF14_Fault_115a,249159,582463,-2786.56,69.5602,139.1008,-2812.17,69.572,139.1198,350.796,87.6676,
mSF14_Fault_115a,249211,582472,-2785.49,69.4947,138.9692,-2810.6,69.4622,138.8994,350.844,87.3157,
mSF14_Fault_115a,249262,582480,-2784.65,69.4316,138.8431,-2808.98,69.3646,138.7042,351.052,86.942,
mSF14_Fault_115a,249313,582488,-2784.18,69.348,138.676,-2807.61,69.2927,138.5605,351.346,86.5657,
mSF14_Fault_115a,249365,582495,-2784.05,69.2464,138.4731,-2806.69,69.2449,138.4652,351.69,86.1872,
mSF14_Fault_115a,249417,582503,-2784.14,69.1476,138.2762,-2806.21,69.2073,138.3907,352.087,85.7899,
mSF14_Fault_115a,249468,582510,-2784.39,69.0704,138.1222,-2806.07,69.1657,138.3079,352.542,85.3706,
mSF14_Fault_115a,249520,582516,-2784.78,69.0176,138.016,-2806.2,69.1168,138.2097,353.089,84.9284,
mSF14_Fault_115a,249572,582522,-2785.38,68.9659,137.9126,-2806.53,69.0704,138.1166,353.825,84.4551,
mSF14_Fault_115a,249624,582528,-2786.26,68.8761,137.7338,-2807,69.0336,138.0439,354.597,83.9821,
mSF14_Fault_115a,249676,582532,-2787.44,68.7501,137.4833,-2807.52,68.9871,137.9527,355.387,83.5161,
mSF14_Fault_115a,249728,582536,-2788.88,68.6729,137.3309,-2808.02,68.8887,137.7576,356.203,83.0595,
mSF14_Fault_115a,249780,582539,-2790.54,68.7294,137.4461,-2808.54,68.7201,137.4227,356.931,82.6336,
mSF14_Fault_115a,249833,582542,-2792.44,68.8786,137.747,-2809.21,68.5245,137.0343,357.453,82.255,
mSF14_Fault_115a,249885,582545,-2794.7,68.9615,137.916,-2810.24,68.3847,136.7583,357.654,81.9314,
mSF14_Fault_115a,249936,582547,-2797.17,68.8338,137.6651,-2811.76,68.3633,136.7197,357.924,81.5548,
mSF14_Fault_115a,249988,582548,-2799.39,68.4998,137.0019,-2813.64,68.4576,136.9129,359.935,80.892,
mSF14_Fault_115a,250040,582547,-2800.79,68.1127,136.2314,-2815.59,68.5882,137.1775,2.29211,80.3087,
mSF14_Fault_115a,250092,582545,-2800.96,67.8223,135.6529,-2817.25,68.6281,137.2599,2.84978,80.0686,
mSF14_Fault_115a,250144,582542,-2799.83,67.6714,135.3538,-2818.42,68.508,137.0223,3.02654,79.8407,
mSF14_Fault_115a,250196,582539,-2797.68,67.6246,135.2627,-2819.17,68.2916,136.5923,3.28127,79.5553,
mSF14_Fault_115a,250248,582536,-2794.97,67.6169,135.25,-2819.74,68.1086,136.2293,3.31557,79.2738,
mSF14_Fault_115a,250300,582533,-2792.18,67.5844,135.1879,-2820.34,68.0242,136.0633,2.89707,79.0762,
mSF14_Fault_115a,250351,582531,-2789.78,67.503,135.0283,-2821.07,67.991,136,1.93327,79.0362,
mSF14_Fault_115a,250403,582530,-2788.11,67.4335,134.8925,-2821.9,67.9287,135.8783,0.597845,79.1642,
mSF14_Fault_115a,250455,582530,-2787.41,67.5098,135.0477,-2822.76,67.8141,135.6518,359.216,79.4046,
mSF14_Fault_115a,250508,582531,-2787.99,67.8497,135.7298,-2823.63,67.6896,135.4055,358.084,79.668,
mSF14_Fault_115a,250560,582534,-2790.17,68.4681,136.9691,-2824.47,67.6181,135.2652,357.273,79.8968,
mSF14_Fault_115a,250613,582537,-2794.17,69.2682,138.5723,-2825.29,67.6607,135.3526,356.711,80.0763,
mSF14_Fault_115a,250666,582541,-2799.95,70.0288,140.0965,-2825.99,67.8778,135.7891,356.303,80.212,
mSF14_Fault_115a,250720,582545,-2807,70.331,140.7037,-2826.32,68.2822,136.6004,356.038,80.2999,
mSF14_Fault_115a,250772,582549,-2813.99,69.752,139.5482,-2825.9,68.738,137.5146,356.069,80.2916,
mFS14_Fault_19,245011,577551,-2788.98,88.7073,177.7983,-2771.77,81.2689,162.857,351.79,89.3057,
mFS14_Fault_19,245062,577557,-2739.11,87.9059,176.2231,-2742.21,76.345,152.9978,351.743,89.1255,
mFS14_Fault_19,245113,577564,-2699.87,82.2528,164.9005,-2723.33,72.4584,145.2215,351.761,88.9393,
mFS14_Fault_19,245169,577572,-2674.33,75.5583,151.4612,-2713.1,69.0454,138.3766,352.064,88.8391,
mFS14_Fault_19,245225,577579,-2660.23,70.1536,140.5937,-2710.27,66.3596,132.9741,352.416,88.7052,
mFS14_Fault_19,245277,577585,-2654.54,66.7646,133.7775,-2712.56,64.941,130.1156,352.876,88.5673,
mFS14_Fault_19,245327,577591,-2654.55,64.8093,129.8411,-2716.76,64.6606,129.5417,353.49,88.4402,
mFS14_Fault_19,245375,577597,-2657.7,63.9531,128.1114,-2719.92,65.1195,130.4511,354.336,88.3555,
mFS14_Fault_19,245424,577601,-2661.55,63.9418,128.0765,-2720.22,65.8856,131.976,355.437,88.3441,
mFS14_Fault_19,245474,577605,-2664.13,64.4782,129.1397,-2717.05,66.5984,133.3925,356.598,88.3849,
mFS14_Fault_19,245524,577607,-2664.32,65.2297,130.6331,-2711.03,66.9296,134.0426,357.681,88.4491,
mFS14_Fault_19,245575,577609,-2661.84,65.8774,131.9174,-2703.75,66.6772,133.5217,358.708,88.5126,
mFS14_Fault_19,245625,577609,-2657.14,66.186,132.5215,-2697.34,65.9685,132.0856,359.531,88.5289,
mFS14_Fault_19,245676,577609,-2651.09,66.0867,132.3072,-2693.42,65.1872,130.5047,0.0380092,88.5009,
mFS14_Fault_19,245726,577609,-2644.65,65.6934,131.5034,-2692.15,64.595,129.3033,0.188598,88.4511,
mFS14_Fault_19,245776,577609,-2638.53,65.1796,130.4587,-2692.89,64.1985,128.4943,0.250917,88.4165,
mFS14_Fault_19,245826,577608,-2632.83,64.6335,129.3499,-2693.78,63.9681,128.019,0.646407,88.3667,
mFS14_Fault_19,245875,577607,-2627.96,64.1068,128.2806,-2692.39,63.8343,127.7384,2.26279,88.2627,
mFS14_Fault_19,245925,577604,-2627,63.7159,127.4843,-2688.65,63.5872,127.2333,3.32143,87.8835,
mFS14_Fault_19,245973,577603,-2662.89,61.7246,123.4992,-2691.49,63.1172,126.2943,1.82567,87.3528,
mFS14_Fault_19,246069,577603,-2715.06,61.6774,123.4346,-2703.64,63.5959,127.2815,0.423872,86.7861,
mFS14_Fault_19,246120,577602,-2718.5,62.9955,126.0882,-2690.8,64.8621,129.8345,2.44058,86.9563,
mFS14_Fault_19,246172,577597,-2708.99,64.7898,129.6876,-2681.39,62.5614,125.2301,7.43592,87.8053,
mFS14_Fault_19,246223,577589,-2696.82,66.079,132.2661,-2682.53,61.6035,123.3047,9.33512,87.9866,
mFS14_Fault_19,246275,577580,-2678.67,66.3222,132.7473,-2688.24,60.7907,121.6707,9.67783,87.8681,
mFS14_Fault_19,246327,577571,-2661.11,65.6959,131.4864,-2694.96,60.4443,120.971,9.98924,87.7438,
mFS14_Fault_19,246378,577562,-2646.61,64.6422,129.37,-2703.75,60.3234,120.7229,10.0176,87.5406,
mFS14_Fault_19,246429,577553,-2636.67,63.4831,127.0425,-2713.8,60.3004,120.671,9.53161,87.1992,
mFS14_Fault_19,246480,577545,-2632.11,62.4232,124.9144,-2723.35,60.3729,120.8108,8.22567,86.6234,
mFS14_Fault_19,246530,577539,-2631.78,61.5974,123.2558,-2730.73,60.4617,120.9835,5.97752,85.7547,
mFS14_Fault_19,246582,577535,-2632.87,61.0491,122.1538,-2734.37,60.3804,120.8162,3.1768,84.6455,
mFS14_Fault_19,246633,577533,-2632.56,60.7914,121.6341,-2730.57,59.9703,119.9913,0.881768,83.4823,
mFS14_Fault_19,246685,577532,-2630.03,60.8177,121.6831,-2719.93,59.3337,118.7134,359.231,82.3357,
mFS14_Fault_19,246736,577533,-2626.73,60.9852,122.0144,-2707.88,58.8212,117.6844,357.675,81.2291,
mFS14_Fault_19,246787,577534,-2624.28,61.0603,122.1606,-2697.12,58.6713,117.3806,356.234,80.3883,
mFS14_Fault_19,246839,577537,-2623.37,60.9889,122.0119,-2688.59,58.8208,117.6745,356.031,79.9109,
mFS14_Fault_19,246890,577539,-2623.99,60.9238,121.875,-2682.45,59.1252,118.2771,356.243,79.5541,
mFS14_Fault_19,246941,577542,-2625.73,60.9683,121.9565,-2678.28,59.4711,118.9623,356.392,79.2251,
mFS14_Fault_19,246992,577546,-2628.39,61.0746,122.1614,-2675.1,59.6903,119.3931,356.654,78.9845,
mFS14_Fault_19,247043,577548,-2631.92,61.1376,122.2796,-2671.93,59.6953,119.3952,357.189,78.8637,
mFS14_Fault_19,247095,577551,-2636.05,61.1021,122.2001,-2669.35,59.6337,119.264,357.89,78.8312,
mFS14_Fault_19,247146,577553,-2640.18,60.9957,121.9792,-2668.51,59.6845,119.3577,358.607,78.8638,
mFS14_Fault_19,247197,577554,-2643.69,60.8688,121.7178,-2669.22,59.814,119.6087,359.248,78.9512,
mFS14_Fault_19,247248,577555,-2646.04,60.7495,121.4718,-2670.53,59.8716,119.7165,359.771,79.068,
mFS14_Fault_19,247299,577555,-2647.09,60.6556,121.2773,-2671.79,59.791,119.5485,0.281409,79.2025,
mFS14_Fault_19,247350,577554,-2646.98,60.5745,121.1087,-2672.64,59.6182,119.1969,0.831688,79.3566,
mFS14_Fault_19,247402,577553,-2646,60.4557,120.8656,-2672.74,59.4199,118.795,1.35596,79.5314,
mFS14_Fault_19,247453,577552,-2644.68,60.2696,120.4888,-2671.84,59.231,118.4125,1.85894,79.7301,
mFS14_Fault_19,247503,577549,-2643.51,60.0297,120.0052,-2669.84,59.0883,118.1231,2.32322,79.9415,
mFS14_Fault_19,247554,577547,-2642.68,59.7643,119.4717,-2666.88,59.0473,118.0379,2.62159,80.1503,
mFS14_Fault_19,247605,577544,-2642.12,59.5052,118.9514,-2663.23,59.1174,118.1751,2.7229,80.3605,
mFS14_Fault_19,247656,577541,-2641.74,59.2822,118.5038,-2659.31,59.2241,118.3861,2.8259,80.5687,
mFS14_Fault_19,247706,577538,-2641.68,59.0997,118.1379,-2655.9,59.3081,118.5525,3.03571,80.7548,
mFS14_Fault_19,247757,577535,-2641.99,58.9312,117.8006,-2653.75,59.415,118.7653,3.1892,80.9099,
mFS14_Fault_19,247808,577532,-2642.37,58.7561,117.4509,-2653.19,59.6096,119.1538,3.21754,81.032,
mFS14_Fault_19,247859,577529,-2642.5,58.5883,117.1164,-2654.23,59.8887,119.7116,3.18232,81.1197,
mFS14_Fault_19,247910,577527,-2642.34,58.4685,116.8782,-2656.93,60.2236,120.3817,3.09821,81.1776,
mFS14_Fault_19,247962,577524,-2641.98,58.4534,116.8491,-2661.29,60.5553,121.0453,2.95224,81.2162,
